TradingDate,TradingPeriod,Benmore,Haywards,Otahuhu
3/04/2020,39,65.4,69.98,81.25
3/04/2020,40,45.18,47.86,54.05
3/04/2020,41,39.64,41.99,45.97
3/04/2020,42,15.78,16.42,17.68
3/04/2020,43,12.46,13.06,14.27
3/04/2020,44,6.26,6.47,6.98
3/04/2020,45,5.49,5.67,6.14
3/04/2020,46,3.81,3.98,4.32
3/04/2020,47,28.7,29.14,30.4
3/04/2020,48,12.96,13.29,13.76
4/04/2020,1,40,41.03,42.4
4/04/2020,2,34.53,35.48,36.66
4/04/2020,3,2.96,3.05,3.16
4/04/2020,4,40,40.3,41.38
4/04/2020,5,24.29,24.47,25.13
4/04/2020,6,6.86,6.91,7.09
4/04/2020,7,5.96,6,6.18
4/04/2020,8,1.17,1.18,1.22
4/04/2020,9,0.5,0.5,0.52
4/04/2020,10,3.11,3.13,3.22
4/04/2020,11,14.95,15.06,15.47
4/04/2020,12,3.11,3.13,3.22
4/04/2020,13,27.58,27.79,28.57
4/04/2020,14,27.5,27.71,28.23
4/04/2020,15,39.81,40.11,41.59
4/04/2020,16,39.7,40.04,40.84
4/04/2020,17,25.73,26.44,27.66
4/04/2020,18,44.49,44.9,47.44
4/04/2020,19,35.84,37.02,38.82
4/04/2020,20,38.88,40.16,42.11
4/04/2020,21,39.2,41.53,44.06
4/04/2020,22,44.86,47.09,50.71
4/04/2020,23,50.3,52.74,56.93
4/04/2020,24,75.55,80.03,86.64
4/04/2020,25,74.62,79.04,85.87
4/04/2020,26,101.08,106.89,115.81
4/04/2020,27,87.31,92.48,100.41
4/04/2020,28,84.59,87.88,94.81
4/04/2020,29,69.07,71.75,77.09
4/04/2020,30,50.12,52.08,55.95
4/04/2020,31,49.8,51.75,55.18
4/04/2020,32,50.62,52.58,56.07
4/04/2020,33,50.54,52.5,56.16
4/04/2020,34,38.78,40.29,43.77
4/04/2020,35,50.79,55.06,62.5
4/04/2020,36,75.38,80.45,90.8
4/04/2020,37,50.74,54.49,61.06
4/04/2020,38,51,54.52,61.11
4/04/2020,39,67.81,72.38,81.27
4/04/2020,40,70.9,75.11,84.29
4/04/2020,41,39.06,41.07,44.25
4/04/2020,42,25.76,27.27,29.38
4/04/2020,43,43.56,45.93,50.49
4/04/2020,44,28.05,29.56,32.02
4/04/2020,45,28.61,29.55,31.72
4/04/2020,46,45.82,46.73,48.85
4/04/2020,47,28.76,29.56,30.5
4/04/2020,48,3.96,4.02,4.14
5/04/2020,1,17.55,17.89,18.38
5/04/2020,2,0.11,0.11,0.11
5/04/2020,3,0.03,0.03,0.03
5/04/2020,4,0.03,0.03,0.03
5/04/2020,5,1.88,1.89,1.95
5/04/2020,6,0.03,0.03,0.03
5/04/2020,7,0.03,0.03,0.03
5/04/2020,8,0.03,0.03,0.03
5/04/2020,9,0.03,0.03,0.03
5/04/2020,10,0.03,0.03,0.03
5/04/2020,11,0.03,0.03,0.03
5/04/2020,12,0.03,0.03,0.03
5/04/2020,13,0.03,0.03,0.03
5/04/2020,14,0.03,0.04,0.04
5/04/2020,15,1.1,1.12,1.16
5/04/2020,16,32.21,33.16,34.27
5/04/2020,17,37.2,39.22,41.13
5/04/2020,18,36.48,38.66,41.1
5/04/2020,19,16.57,17.44,18.51
5/04/2020,20,17.61,18.19,19.27
5/04/2020,21,3.81,4,4.21
5/04/2020,22,15.26,16.06,16.69
5/04/2020,23,23.83,24.94,26.3
5/04/2020,24,12.9,13.61,14.35
5/04/2020,25,29.22,30.88,32.57
5/04/2020,26,43.5,45.86,49.31
5/04/2020,27,50.22,52.84,57
5/04/2020,28,46.02,48.3,52.11
5/04/2020,29,45.96,48.25,51.77
5/04/2020,30,30.15,31.14,32.57
5/04/2020,31,30.04,31.03,32.46
5/04/2020,32,30.55,31.56,33.01
5/04/2020,33,43.77,45.64,47.75
5/04/2020,34,49.87,51.97,54.41
5/04/2020,35,46.04,48,51.36
5/04/2020,36,43.97,46.58,50.24
5/04/2020,37,102.28,108.57,121.37
5/04/2020,38,109.27,115.74,129.65
5/04/2020,39,119.88,127.06,143.15
5/04/2020,40,130.63,138.46,156.59
5/04/2020,41,27.8,155.22,167.85
5/04/2020,42,0.03,114.83,121.35
5/04/2020,43,0.03,112.93,118.35
5/04/2020,44,29.11,30.65,32.25
5/04/2020,45,29.9,30.88,32.64
5/04/2020,46,45,46.48,49.22
5/04/2020,47,49.66,51.29,54.24
5/04/2020,48,44.84,46.32,48.59
5/04/2020,49,38.62,39.71,40.94
5/04/2020,50,17.23,17.72,18.22
6/04/2020,1,0.09,0.1,0.1
6/04/2020,2,0.03,0.03,0.03
6/04/2020,3,0.03,0.03,0.03
6/04/2020,4,0.03,0.03,0.03
6/04/2020,5,0.03,0.03,0.03
6/04/2020,6,0.03,0.03,0.03
6/04/2020,7,0.03,0.04,0.04
6/04/2020,8,0.03,0.04,0.04
6/04/2020,9,0.03,0.04,0.04
6/04/2020,10,0.03,0.03,0.03
6/04/2020,11,0.03,0.03,0.03
6/04/2020,12,3.07,3.1,3.21
6/04/2020,13,0.03,0.04,0.04
6/04/2020,14,2.93,3.04,3.21
6/04/2020,15,2.86,2.98,3.26
6/04/2020,16,31.53,32.77,35.74
6/04/2020,17,30.01,57.3,64.28
6/04/2020,18,50.34,76.33,85.8
6/04/2020,19,45.88,49.14,54.24
6/04/2020,20,37.94,40.39,44.58
6/04/2020,21,68.15,70.8,75.48
6/04/2020,22,58.25,60.52,64.61
6/04/2020,23,70.25,74.41,79.89
6/04/2020,24,56.68,60.04,64.46
6/04/2020,25,66.73,70.69,75.14
6/04/2020,26,66.2,70.12,74.95
6/04/2020,27,65.1,68.96,74.82
6/04/2020,28,45.43,48.13,52.21
6/04/2020,29,30.25,32.04,34.43
6/04/2020,30,39.81,42.17,45.24
6/04/2020,31,27.73,29.37,32.05
6/04/2020,32,50.33,53.32,58.18
6/04/2020,33,62.39,66.09,71.04
6/04/2020,34,62.5,66.21,72.01
6/04/2020,35,102.92,109.98,121.71
6/04/2020,36,177.62,189.8,208.85
6/04/2020,37,179.31,191.6,211.92
6/04/2020,38,139.4,148.96,164.9
6/04/2020,39,78.7,84.3,95.07
6/04/2020,40,48.65,52.39,59.02
6/04/2020,41,2.78,2.95,3.26
6/04/2020,42,11.69,12.38,13.34
6/04/2020,43,7.02,7.44,8.32
6/04/2020,44,70.22,73.44,80.66
6/04/2020,45,69.8,73,78.42
6/04/2020,46,29.62,30.94,32.75
6/04/2020,47,43.35,45.49,47.82
6/04/2020,48,56.34,57.62,60.3
7/04/2020,1,67.65,69.87,73.35
7/04/2020,2,39.33,39.71,41.6
7/04/2020,3,62.22,62.79,65.79
7/04/2020,4,25.5,25.76,26.98
7/04/2020,5,6.72,6.82,7.14
7/04/2020,6,16.14,16.32,16.92
7/04/2020,7,48.6,49.06,51.41
7/04/2020,8,48.5,48.92,51.2
7/04/2020,9,48.6,49.01,51.25
7/04/2020,10,48.5,48.92,51.15
7/04/2020,11,48.49,48.86,51.1
7/04/2020,12,3.03,3.06,3.21
7/04/2020,13,32.93,33.64,35.52
7/04/2020,14,2.93,3.02,3.26
7/04/2020,15,36.32,37.71,41.02
7/04/2020,16,39.13,40.7,43.94
7/04/2020,17,45.88,48.15,53.55
7/04/2020,18,55.34,58.62,66.02
7/04/2020,19,55.34,58.62,64.95
7/04/2020,20,55.34,58.62,64.94
7/04/2020,21,55.38,58.66,65.05
7/04/2020,22,40.21,41.73,46.11
7/04/2020,23,1.78,1.88,2.19
7/04/2020,24,16.49,17.13,18.76
7/04/2020,25,40.07,41.6,46.2
7/04/2020,26,30.6,31.8,34.83
7/04/2020,27,40.12,41.66,46.11
7/04/2020,28,54.26,56.32,61.77
7/04/2020,29,30.9,32.07,35.22
7/04/2020,30,30.78,31.8,34.71
7/04/2020,31,30.78,31.8,34.71
7/04/2020,32,40.05,41.36,45.24
7/04/2020,33,61.07,63.38,69.4
7/04/2020,34,68.55,71.15,78.84
7/04/2020,35,49.16,51.02,57.37
7/04/2020,36,62.39,66.09,75.5
7/04/2020,37,63.96,67.75,78.7
7/04/2020,38,67.9,71.93,83.59
7/04/2020,39,45.44,48.13,54.88
7/04/2020,40,19.84,20.59,23.15
7/04/2020,41,3.74,3.88,4.29
7/04/2020,42,29.99,30.98,33.45
7/04/2020,43,16.03,16.55,18.37
7/04/2020,44,30.22,31.21,34.73
7/04/2020,45,45.61,47.11,51.78
7/04/2020,46,33.41,33.7,36.27
7/04/2020,47,45.22,45.57,47.69
7/04/2020,48,27.79,28,29.2
8/04/2020,1,61.26,61.76,64.89
8/04/2020,2,49.44,49.85,53.01
8/04/2020,3,46.37,46.79,49.34
8/04/2020,4,53.03,53.49,56.37
8/04/2020,5,47.65,48.07,50.69
8/04/2020,6,61.66,62.22,65.24
8/04/2020,7,58.71,59.23,62.46
8/04/2020,8,59.01,59.51,62.64
8/04/2020,9,69.09,69.68,73.41
8/04/2020,10,61.21,61.74,65.06
8/04/2020,11,48.41,48.83,51.15
8/04/2020,12,1.93,2,2.11
8/04/2020,13,34.13,35.25,37.05
8/04/2020,14,26.07,26.92,29.34
8/04/2020,15,52.75,54.75,59.55
8/04/2020,16,33.45,35.15,38.23
8/04/2020,17,36.38,38.53,42.97
8/04/2020,18,45.77,48.48,55.01
8/04/2020,19,51.9,54.98,60.63
8/04/2020,20,55.41,58.7,64.59
8/04/2020,21,63.31,67.06,74.01
8/04/2020,22,62.41,66.13,72.95
8/04/2020,23,83.03,88.77,98.58
8/04/2020,24,91.51,97.83,107.99
8/04/2020,25,106.91,114.24,126.11
8/04/2020,26,105.98,113.27,125.91
8/04/2020,27,106.71,114.03,125.83
8/04/2020,28,68.55,73.31,80.51
8/04/2020,29,67.3,71.98,79.17
8/04/2020,30,62.86,67.2,73.85
8/04/2020,31,63.84,68.24,75.17
8/04/2020,32,63.84,68.24,75.05
8/04/2020,33,63.43,67.8,75.28
8/04/2020,34,90.93,97.19,107.5
8/04/2020,35,68.14,73.02,83.01
8/04/2020,36,101.8,108.89,123.11
8/04/2020,37,118.95,127.3,143.1
8/04/2020,38,120.14,127.31,143.12
8/04/2020,39,67.04,71.69,80.76
8/04/2020,40,40.26,42.7,48.41
8/04/2020,41,31.75,34.07,37.56
8/04/2020,42,54.82,58.07,61.93
8/04/2020,43,38.2,40.07,44.32
8/04/2020,44,35.18,36.95,40.19
8/04/2020,45,18.11,18.79,20.58
8/04/2020,46,33.94,35.05,36.96
8/04/2020,47,39.28,39.8,41.32
8/04/2020,48,29.97,30.75,31.88
9/04/2020,1,39.06,39.39,40.84
9/04/2020,2,29.13,29.38,30.64
9/04/2020,3,0.03,0.04,0.04
9/04/2020,4,0.03,0.03,0.03
9/04/2020,5,22.34,22.51,23.28
9/04/2020,6,9.86,9.94,10.28
9/04/2020,7,9.93,10,10.34
9/04/2020,8,9.88,9.95,10.29
9/04/2020,9,16.49,16.62,17.17
9/04/2020,10,0.03,0.04,0.04
9/04/2020,11,9.75,9.84,10.34
9/04/2020,12,38.73,39.07,40.82
9/04/2020,13,19.76,20.41,21.6
9/04/2020,14,20.41,21.08,22.41
9/04/2020,15,0.47,0.48,0.54
9/04/2020,16,21.72,22.43,24.04
9/04/2020,17,18.23,18.93,20.45
9/04/2020,18,27.82,28.87,30.63
9/04/2020,19,27.22,28.44,30.17
9/04/2020,20,26.16,27.2,28.85
9/04/2020,21,35.18,36.51,38.74
9/04/2020,22,27.27,28.19,29.9
9/04/2020,23,27.48,28.43,30.15
9/04/2020,24,35.15,36.53,38.75
9/04/2020,25,48.51,50.39,54.34
9/04/2020,26,27.75,28.66,30.4
9/04/2020,27,17.31,17.88,18.95
9/04/2020,28,27.26,28.16,29.76
9/04/2020,29,16.37,16.56,17.51
9/04/2020,30,0.03,0.05,0.05
9/04/2020,31,0.06,0.07,0.07
9/04/2020,32,1.03,1.06,1.15
9/04/2020,33,0.97,1.01,1.09
9/04/2020,34,27.72,28.78,30.69
9/04/2020,35,45.58,48.28,51.99
9/04/2020,36,52,55.76,61.29
9/04/2020,37,92.12,98.64,106.83
9/04/2020,38,102.34,109.51,118.63
9/04/2020,39,86.11,92.21,100.52
9/04/2020,40,61.69,65.35,68.96
9/04/2020,41,53.43,56.6,59.9
9/04/2020,42,33.89,35.24,36.88
9/04/2020,43,54.13,57.34,61.45
9/04/2020,44,35.06,36.58,39.11
9/04/2020,45,52.56,54.62,58.42
9/04/2020,46,43.74,45.44,47.62
9/04/2020,47,60.44,62.42,62.93
9/04/2020,48,51.85,53.99,56
10/04/2020,1,62.09,62.96,62.61
10/04/2020,2,50.43,52.08,52.4
10/04/2020,3,44.73,45.42,45.45
10/04/2020,4,27.8,28.71,29.64
10/04/2020,5,32.53,32.85,32.73
10/04/2020,6,29.53,29.8,29.7
10/04/2020,7,29.18,29.47,29.34
10/04/2020,8,29.53,29.8,29.7
10/04/2020,9,29.53,29.78,29.66
10/04/2020,10,19,19.17,19.78
10/04/2020,11,25.5,26.34,27.55
10/04/2020,12,39.88,41.19,42.56
10/04/2020,13,44.32,45.82,48.05
10/04/2020,14,63.32,65.72,68.87
10/04/2020,15,44.46,47.1,50.13
10/04/2020,16,68.85,72.94,78.74
10/04/2020,17,55.32,59.56,66.31
10/04/2020,18,62.43,66.86,74.44
10/04/2020,19,58.58,62.8,70.46
10/04/2020,20,58.99,63.1,70.48
10/04/2020,21,62.73,67.08,75.35
10/04/2020,22,39.49,42.4,47.64
10/04/2020,23,21.18,22.85,25.68
10/04/2020,24,39.43,42.36,47.91
10/04/2020,25,49.06,52.62,59.51
10/04/2020,26,39.36,42.26,47.56
10/04/2020,27,49.05,52.61,59.07
10/04/2020,28,37.57,40.3,45.19
10/04/2020,29,49.02,52.58,58.65
10/04/2020,30,49,52.8,58.89
10/04/2020,31,39.43,42.34,47.22
10/04/2020,32,60.69,65.29,73.23
10/04/2020,33,62.52,67.01,75.23
10/04/2020,34,34.64,37.11,41.41
10/04/2020,35,48.66,52.4,57.88
10/04/2020,36,62.09,67.32,77.97
10/04/2020,37,84.13,91.46,106.99
10/04/2020,38,89.6,97.4,113.94
10/04/2020,39,68.16,74.09,86.69
10/04/2020,40,37.82,40.46,45.17
10/04/2020,41,60.79,65.15,71.98
10/04/2020,42,57.17,61.54,68.02
10/04/2020,43,56.97,61.07,68.4
10/04/2020,44,58.79,62.28,67.53
10/04/2020,45,59.13,61.79,66.15
10/04/2020,46,34.58,35.93,37.94
10/04/2020,47,89.19,92.12,95.82
10/04/2020,48,53.01,54.75,55.14
11/04/2020,1,67.46,68.49,68
11/04/2020,2,42.06,42.61,42.3
11/04/2020,3,60.74,61.38,60.7
11/04/2020,4,67.24,67.93,67.11
11/04/2020,5,48.24,48.6,47.85
11/04/2020,6,41.59,41.94,41.56
11/04/2020,7,48.25,48.61,47.85
11/04/2020,8,48.24,48.6,47.85
11/04/2020,9,48.29,48.65,47.86
11/04/2020,10,22.31,22.5,22.32
11/04/2020,11,41.5,41.83,41.53
11/04/2020,12,89.05,89.85,89.91
11/04/2020,13,98.18,99.45,98.83
11/04/2020,14,97.92,99.41,99.72
11/04/2020,15,117.99,119.19,121.52
11/04/2020,16,89.48,92.42,98.56
11/04/2020,17,68.16,71.18,76.99
11/04/2020,18,62.17,64.84,71.63
11/04/2020,19,50.32,53.3,59.13
11/04/2020,20,62.26,65.95,73.53
11/04/2020,21,69.95,74.16,83.36
11/04/2020,22,62.24,66.13,75.44
11/04/2020,23,63.65,67.75,77.4
11/04/2020,24,66.04,70.77,81.11
11/04/2020,25,64.12,68.36,78.1
11/04/2020,26,50.01,52.98,59.65
11/04/2020,27,53.68,56.86,64.2
11/04/2020,28,39.68,41.25,45.94
11/04/2020,29,37.81,39.3,43.82
11/04/2020,30,33.36,34.69,38.69
11/04/2020,31,33.36,35.05,39.1
11/04/2020,32,33.36,34.82,38.91
11/04/2020,33,23.38,24.52,27.43
11/04/2020,34,36.19,37.99,42.52
11/04/2020,35,40.47,42.87,49.18
11/04/2020,36,60.36,64.78,75.53
11/04/2020,37,75.58,80.78,95.28
11/04/2020,38,72.14,77.09,92.61
11/04/2020,39,40.47,43.25,50.69
11/04/2020,40,33.35,35.32,40.21
11/04/2020,41,36.74,38.14,41.92
11/04/2020,42,20.88,21.86,24.49
11/04/2020,43,60.61,63.34,71
11/04/2020,44,45.35,47.26,52.53
11/04/2020,45,21.12,22.11,24.28
11/04/2020,46,50.81,51.41,54
11/04/2020,47,50.96,51.56,53.97
11/04/2020,48,18.47,18.69,19.33
12/04/2020,1,16.2,16.1,16.44
12/04/2020,2,17.46,17.36,17.27
12/04/2020,3,17.16,17.05,17.39
12/04/2020,4,1.09,1.08,1.12
12/04/2020,5,14.45,14.35,14.77
12/04/2020,6,1.05,1.05,1.08
12/04/2020,7,0.03,0.03,0.03
12/04/2020,8,0.03,0.03,0.03
12/04/2020,9,0.03,0.03,0.03
12/04/2020,10,0.03,0.03,0.03
12/04/2020,11,0.03,0.03,0.03
12/04/2020,12,0.03,0.03,0.03
12/04/2020,13,0.07,0.07,0.07
12/04/2020,14,5.04,5.07,5.27
12/04/2020,15,0.05,0.06,0.06
12/04/2020,16,0.06,0.06,0.07
12/04/2020,17,0.06,0.06,0.07
12/04/2020,18,5.41,5.59,6.19
12/04/2020,19,33.49,34.59,38.19
12/04/2020,20,34.33,35.46,39.26
12/04/2020,21,33.56,34.73,38.45
12/04/2020,22,33.69,35.01,39.04
12/04/2020,23,37.73,39.02,43.24
12/04/2020,24,54.94,57.45,63.66
12/04/2020,25,58.91,61.33,68.08
12/04/2020,26,58.89,61.32,68.04
12/04/2020,27,55.17,56.98,62.66
12/04/2020,28,37.77,39.01,42.99
12/04/2020,29,12.84,13.14,14.43
12/04/2020,30,19.14,19.64,21.41
12/04/2020,31,23.56,24.19,26.61
12/04/2020,32,24.92,25.33,27.91
12/04/2020,33,15.92,16.44,17.73
12/04/2020,34,21.72,22.44,24.44
12/04/2020,35,54.62,56.88,62.2
12/04/2020,36,31.48,33.11,36.64
12/04/2020,37,45.19,47.33,53.44
12/04/2020,38,32.43,33.85,37.71
12/04/2020,39,20.98,21.97,24.37
12/04/2020,40,10.27,10.63,11.43
12/04/2020,41,0.08,0.08,0.09
12/04/2020,42,18.17,18.52,19.47
12/04/2020,43,1.95,2.01,2.19
12/04/2020,44,1.07,1.1,1.22
12/04/2020,45,17.78,18.12,19.51
12/04/2020,46,11.53,11.66,12.24
12/04/2020,47,18.82,18.8,19.44
12/04/2020,48,1.91,1.92,1.99
13/04/2020,1,11.35,11.35,11.6
13/04/2020,2,0.03,0.03,0.03
13/04/2020,3,0.03,0.03,0.03
13/04/2020,4,21.3,21.12,21.76
13/04/2020,5,11.37,11.28,11.62
13/04/2020,6,0.03,0.02,0.02
13/04/2020,7,11.82,11.48,11.71
13/04/2020,8,0.03,0.04,0.04
13/04/2020,9,0.03,0.01,0.01
13/04/2020,10,0.03,0.01,0.01
13/04/2020,11,0.03,0.03,0.03
13/04/2020,12,0.03,0.03,0.03
13/04/2020,13,0.03,0.03,0.03
13/04/2020,14,0.03,0.03,0.03
13/04/2020,15,0.03,0.03,0.03
13/04/2020,16,0.03,0.04,0.04
13/04/2020,17,0.03,0.03,0.03
13/04/2020,18,0.03,0.03,0.04
13/04/2020,19,0.11,0.13,0.14
13/04/2020,20,1.07,1.1,1.22
13/04/2020,21,23.09,23.85,26.44
13/04/2020,22,24.86,25.67,28.46
13/04/2020,23,7.22,7.46,8.29
13/04/2020,24,26.55,27.42,30.43
13/04/2020,25,45.98,47.56,52.88
13/04/2020,26,53.09,54.88,61.02
13/04/2020,27,27.14,28.04,30.77
13/04/2020,28,22.09,22.82,25.02
13/04/2020,29,20.98,21.54,23.64
13/04/2020,30,13.02,13.33,14.43
13/04/2020,31,21.43,21.79,23.7
13/04/2020,32,21.01,21.35,23.11
13/04/2020,33,25.62,26.04,28.34
13/04/2020,34,46.45,47.97,52.11
13/04/2020,35,42.63,44.08,48.22
13/04/2020,36,90.14,94.4,103.34
13/04/2020,37,103.64,107.99,117.22
13/04/2020,38,92.64,96.58,105.04
13/04/2020,39,70.01,73,79.01
13/04/2020,40,30.04,31.03,33.51
13/04/2020,41,26.25,27.12,29.33
13/04/2020,42,26.65,27.52,29.61
13/04/2020,43,27.11,28,30.66
13/04/2020,44,26.06,26.71,28.62
13/04/2020,45,20.7,20.99,22.16
13/04/2020,46,5.08,5.05,5.25
13/04/2020,47,21.02,20.94,21.06
13/04/2020,48,0.07,0.07,0.07
14/04/2020,1,24.96,24.99,25.56
14/04/2020,2,0.03,0.03,0.03
14/04/2020,3,0.03,0.03,0.03
14/04/2020,4,0.03,0.03,0.03
14/04/2020,5,0.03,0.03,0.03
14/04/2020,6,0.03,0.03,0.03
14/04/2020,7,20.77,20.6,21
14/04/2020,8,20.56,20.39,20.8
14/04/2020,9,33.85,33.62,34.62
14/04/2020,10,46.36,46.05,47.03
14/04/2020,11,34.71,34.96,36.14
14/04/2020,12,69.07,69.66,71.46
14/04/2020,13,63.19,63.77,66.14
14/04/2020,14,89.85,92.8,97.53
14/04/2020,15,68.2,70.5,75.87
14/04/2020,16,90.82,95.06,103.8
14/04/2020,17,91.53,95.53,102.76
14/04/2020,18,89.85,95.17,103.62
14/04/2020,19,66.01,68.94,74.85
14/04/2020,20,74.64,79.07,86.39
14/04/2020,21,66.27,70.2,76.49
14/04/2020,22,70.3,74.46,81.26
14/04/2020,23,70.35,74.52,81.32
14/04/2020,24,74.64,79.07,86.15
14/04/2020,25,74.82,79.26,86.94
14/04/2020,26,70.24,74.4,81.19
14/04/2020,27,53.76,56.95,61.91
14/04/2020,28,63.45,67.21,72.83
14/04/2020,29,54.16,57.37,62.05
14/04/2020,30,34.78,36.16,38.96
14/04/2020,31,33.9,35.61,38.35
14/04/2020,32,54.86,57.37,61.83
14/04/2020,33,54.21,57.42,62.05
14/04/2020,34,74.69,79.11,85.68
14/04/2020,35,96.64,103.47,112.07
14/04/2020,36,102.53,110,118.75
14/04/2020,37,143.62,152.13,163.95
14/04/2020,38,140.36,148.68,161.83
14/04/2020,39,123.03,130.33,139.6
14/04/2020,40,98.97,104.84,113.12
14/04/2020,41,65.73,70.68,76.38
14/04/2020,42,64.17,67.97,73.19
14/04/2020,43,49.12,52.03,56.85
14/04/2020,44,102.89,108.99,119.89
14/04/2020,45,91.27,95.15,103.99
14/04/2020,46,79.1,82.13,86.74
14/04/2020,47,109.56,110.91,115.97
14/04/2020,48,95.85,96.97,101.3
15/04/2020,1,111.28,112.63,112.33
15/04/2020,2,70.06,70.7,72.36
15/04/2020,3,96.21,97.34,96.66
15/04/2020,4,124.37,125.96,124.94
15/04/2020,5,96.15,97.28,96.67
15/04/2020,6,83.43,84.19,83.7
15/04/2020,7,98.4,99.6,98.81
15/04/2020,8,98.01,99.26,98.17
15/04/2020,9,97.39,98.36,97.14
15/04/2020,10,97.39,98.16,97.13
15/04/2020,11,66.45,67.06,68.34
15/04/2020,12,111.2,112.2,115.74
15/04/2020,13,67.77,70,73.85
15/04/2020,14,91.79,94.8,101.34
15/04/2020,15,51.62,53.32,57.23
15/04/2020,16,74.56,78.18,84.13
15/04/2020,17,91.06,94.7,100.05
15/04/2020,18,116.73,123.65,131.33
15/04/2020,19,125.74,130.93,138.76
15/04/2020,20,123.57,128.25,136
15/04/2020,21,104.11,110.28,117.37
15/04/2020,22,91.05,96.44,102.88
15/04/2020,23,64.72,68.56,72.53
15/04/2020,24,60.33,63.91,67.77
15/04/2020,25,70.19,74.35,79.14
15/04/2020,26,67.3,71.29,75.8
15/04/2020,27,34.36,35.72,37.8
15/04/2020,28,35.11,36.5,38.5
15/04/2020,29,28.86,30.02,31.75
15/04/2020,30,34.29,35.79,37.83
15/04/2020,31,41.62,43.56,46.06
15/04/2020,32,56.72,59.29,62.64
15/04/2020,33,66.83,69.43,73.46
15/04/2020,34,91.77,95.31,101.4
15/04/2020,35,123.03,130.32,139.2
15/04/2020,36,123.83,131.18,140.19
15/04/2020,37,142.48,151.37,164.72
15/04/2020,38,129.12,136.98,149.51
15/04/2020,39,103.8,110.16,119.4
15/04/2020,40,64.66,68.93,75.19
15/04/2020,41,68.03,72.06,77.71
15/04/2020,42,71.25,75.48,81.1
15/04/2020,43,71.86,76.12,83.03
15/04/2020,44,67.1,71.08,77.44
15/04/2020,45,45.15,47.28,50.85
15/04/2020,46,62.18,64.65,69.2
15/04/2020,47,71.62,73.98,77.06
15/04/2020,48,37.54,38.36,39.37
16/04/2020,1,68.32,69.26,71.77
16/04/2020,2,66.43,67.85,70.66
16/04/2020,3,60.53,61.05,63.55
16/04/2020,4,68.9,69.49,71.49
16/04/2020,5,88.58,89.29,88.73
16/04/2020,6,94.13,95.13,94.54
16/04/2020,7,78.66,79.4,78.91
16/04/2020,8,78.53,79.27,78.74
16/04/2020,9,94.13,95.02,94.35
16/04/2020,10,94.13,95.02,95.9
16/04/2020,11,68.43,69.02,71.49
16/04/2020,12,70.42,71.02,73.64
16/04/2020,13,29.23,29.49,30.74
16/04/2020,14,60.24,61.18,64.6
16/04/2020,15,25.66,26.51,28.41
16/04/2020,16,56.7,59.29,64.13
16/04/2020,17,22.88,23.63,24.6
16/04/2020,18,55.18,56.99,59.54
16/04/2020,19,56.68,58.9,62.72
16/04/2020,20,68.83,71.8,76.43
16/04/2020,21,61.1,63.64,67.97
16/04/2020,22,25.81,26.66,28.68
16/04/2020,23,25.98,27.04,29.19
16/04/2020,24,40.43,41.76,44.99
16/04/2020,25,61.29,63.37,68.43
16/04/2020,26,45.63,47.92,52.32
16/04/2020,27,25.81,26.86,29.19
16/04/2020,28,35.8,37.47,40.72
16/04/2020,29,21.62,22.64,24.67
16/04/2020,30,19.13,19.8,21.5
16/04/2020,31,21.44,22.44,24.38
16/04/2020,32,25.82,26.87,29.21
16/04/2020,33,25.68,26.85,29.24
16/04/2020,34,40.41,42.37,46.06
16/04/2020,35,28.97,30.22,33.07
16/04/2020,36,70.83,73.95,82.68
16/04/2020,37,71.23,76.56,86.93
16/04/2020,38,70.91,76.12,86.22
16/04/2020,39,38.62,40.9,46.01
16/04/2020,40,40.4,42.36,46
16/04/2020,41,28.97,30.26,33.3
16/04/2020,42,26.98,28.17,29.68
16/04/2020,43,46.22,47.74,51.58
16/04/2020,44,59.56,61.52,65.68
16/04/2020,45,32,33.06,35.89
16/04/2020,46,38.58,39.23,41.01
16/04/2020,47,33.59,34.3,35.76
16/04/2020,48,22.77,23.12,24.09
17/04/2020,1,34.86,35.12,36.4
17/04/2020,2,58.84,58.44,60.53
17/04/2020,3,60.23,59.82,61.9
17/04/2020,4,65.96,65.5,67.59
17/04/2020,5,60.56,60.14,62.09
17/04/2020,6,61.36,60.84,62.23
17/04/2020,7,43.97,43.6,43.86
17/04/2020,8,43.98,43.6,43.44
17/04/2020,9,44.12,43.77,44.75
17/04/2020,10,65.34,64.91,66.95
17/04/2020,11,59.06,59.5,61.5
17/04/2020,12,69.21,69.74,72.27
17/04/2020,13,21.7,21.89,23.24
17/04/2020,14,25.64,26.11,27.68
17/04/2020,15,37.66,38.9,42.91
17/04/2020,16,36.4,37.6,41.08
17/04/2020,17,18.99,19.62,21.07
17/04/2020,18,60.6,62.59,66.83
17/04/2020,19,67.84,70.07,74.83
17/04/2020,20,85.85,88.67,95.53
17/04/2020,21,98.06,101.28,109.06
17/04/2020,22,70.57,73.43,79.44
17/04/2020,23,99.25,102.51,109.16
17/04/2020,24,70.72,73.05,79.82
17/04/2020,25,75.75,78.24,85.48
17/04/2020,26,70.84,73.72,80.27
17/04/2020,27,60.31,62.72,68.02
17/04/2020,28,60.54,62.53,66.92
17/04/2020,29,46.69,48.22,50.89
17/04/2020,30,62.25,64.29,68.15
17/04/2020,31,66.77,68.96,73.16
