TradingDate,TradingPeriod,Benmore,Haywards,Otahuhu
20/03/2020,40,94.82,117.07,121.94
20/03/2020,41,88.8,110.41,115.04
20/03/2020,42,78.78,99.91,104.3
20/03/2020,43,76.03,89.27,90.68
20/03/2020,44,63.58,76.08,77.44
20/03/2020,45,64.59,77.02,77.86
20/03/2020,46,18.11,21.59,21.97
20/03/2020,47,59.72,74.24,76.56
20/03/2020,48,16.36,28.3,29.17
21/03/2020,1,64.57,77.12,79.87
21/03/2020,2,30.89,41.46,42.97
21/03/2020,3,68.08,75.28,77.57
21/03/2020,4,68.43,79.41,81.08
21/03/2020,5,72.01,85.01,88.04
21/03/2020,6,72.03,85.03,88.01
21/03/2020,7,68.84,79.84,82.29
21/03/2020,8,63.59,74.41,76.68
21/03/2020,9,26.51,36.11,37.21
21/03/2020,10,63.59,74.41,76.68
21/03/2020,11,19.45,42.79,44.3
21/03/2020,12,19.39,75.68,79.34
21/03/2020,13,61.02,88.69,91.85
21/03/2020,14,26.35,87.11,91.83
21/03/2020,15,9.98,27.63,29.27
21/03/2020,16,9.96,21.52,22.07
21/03/2020,17,10.88,86.07,89.22
21/03/2020,18,65.09,88.45,91.92
21/03/2020,19,9.92,372.58,358.15
21/03/2020,20,10.22,373.32,361.91
21/03/2020,21,10.22,373.69,362.32
21/03/2020,22,10.22,368.68,359.62
21/03/2020,23,10.22,361.16,350.59
21/03/2020,24,10.22,214.43,209.81
21/03/2020,25,10,173.45,170.52
21/03/2020,26,10,212.2,208.66
21/03/2020,27,0.95,174.95,169.55
21/03/2020,28,0.93,173.15,167.91
21/03/2020,29,0.93,154.27,150.81
21/03/2020,30,0.93,116.72,114.41
21/03/2020,31,0.93,106.58,105.06
21/03/2020,32,0.93,106.6,105.12
21/03/2020,33,0.93,115.91,114.31
21/03/2020,34,0.93,122.68,121.01
21/03/2020,35,77.99,89.23,92.98
21/03/2020,36,78.14,95.41,99.67
21/03/2020,37,78.14,95.2,99.46
21/03/2020,38,78.13,94.81,99.28
21/03/2020,39,78.13,90.76,95.14
21/03/2020,40,76.83,92.04,96.5
21/03/2020,41,76.8,90.08,94.39
21/03/2020,42,19.93,29.84,31.29
21/03/2020,43,64.99,77.57,81.44
21/03/2020,44,66.52,78.14,81.86
21/03/2020,45,64.74,77.31,81.82
21/03/2020,46,16.94,26.68,28.54
21/03/2020,47,13.38,15.76,16.65
21/03/2020,48,17,21.05,22.49
22/03/2020,1,19.81,20.64,22.12
22/03/2020,2,19.63,19.81,20.85
22/03/2020,3,19.46,19.61,20.62
22/03/2020,4,19.6,19.75,20.75
22/03/2020,5,58.89,59.33,62.35
22/03/2020,6,25.86,26.05,27.39
22/03/2020,7,19.6,19.75,20.58
22/03/2020,8,10,9.93,10.35
22/03/2020,9,16.51,1.08,1.13
22/03/2020,10,13.57,1.08,1.13
22/03/2020,11,10,59.8,62.37
22/03/2020,12,17.53,17.66,18.43
22/03/2020,13,17.41,17.54,18.49
22/03/2020,14,53.74,55.59,59.57
22/03/2020,15,54.57,56.38,60.55
22/03/2020,16,59.11,59.55,63.57
22/03/2020,17,29.56,30.89,33.71
22/03/2020,18,67.11,76.16,81.91
22/03/2020,19,65.23,79.82,85.88
22/03/2020,20,70.73,85.79,93.16
22/03/2020,21,75.65,88.63,96.24
22/03/2020,22,73.8,89.15,98.12
22/03/2020,23,65.23,79.14,87.63
22/03/2020,24,64.13,76.66,84.98
22/03/2020,25,75.36,88.42,97.95
22/03/2020,26,76.25,89.5,98.59
22/03/2020,27,76.25,89.37,98.53
22/03/2020,28,76.2,81.13,91.02
22/03/2020,29,19.68,28.47,32.26
22/03/2020,30,19.68,21.27,24.01
22/03/2020,31,24.76,25.71,28.93
22/03/2020,32,63.97,67.76,76.19
22/03/2020,33,71.07,73.41,80.39
22/03/2020,34,69.24,73.35,80.34
22/03/2020,35,86.01,89.26,97.38
22/03/2020,36,77.71,89.94,96.46
22/03/2020,37,72.09,76.45,81.6
22/03/2020,38,65.2,76.82,82.66
22/03/2020,39,85.12,91.6,98.23
22/03/2020,40,78.88,94.47,101.61
22/03/2020,41,65.21,77.8,83.68
22/03/2020,42,63.59,76.09,81.43
22/03/2020,43,74,78.39,83.38
22/03/2020,44,85.12,90.25,94.61
22/03/2020,45,85.66,90.94,97.22
22/03/2020,46,73.27,77.8,83.51
22/03/2020,47,67.67,69.93,74.99
22/03/2020,48,69.17,71.63,77.17
23/03/2020,1,66.04,68.23,73.43
23/03/2020,2,22.79,23.58,25.38
23/03/2020,3,78.03,78.61,81.92
23/03/2020,4,77.27,77.85,81.63
23/03/2020,5,76.62,79.14,82.72
23/03/2020,6,78.9,81.5,85.8
23/03/2020,7,76.8,79.34,83.16
23/03/2020,8,37.47,38.72,40.76
23/03/2020,9,19.84,20.59,22.02
23/03/2020,10,19.76,20.59,22.16
23/03/2020,11,70.1,72.5,77.64
23/03/2020,12,79.51,84.21,90.7
23/03/2020,13,59.47,71.73,76.68
23/03/2020,14,71.41,82.66,88.07
23/03/2020,15,79.07,92.49,98.15
23/03/2020,16,79.95,93.28,99.22
23/03/2020,17,134.5,151.07,159.72
23/03/2020,18,134.75,151.47,161.18
23/03/2020,19,82.47,108.03,115.96
23/03/2020,20,82.47,104.68,112.4
23/03/2020,21,82.97,107.25,115.16
23/03/2020,22,76.9,97.66,105.08
23/03/2020,23,76.54,92.86,99.39
23/03/2020,24,76.38,92.69,99.28
23/03/2020,25,77.17,93.54,101.5
23/03/2020,26,77.33,93.73,101.94
23/03/2020,27,79.42,98.17,106.93
23/03/2020,28,76.89,93.25,101.57
23/03/2020,29,76.25,89.5,95.72
23/03/2020,30,59.97,72.26,78.02
23/03/2020,31,16.44,18.37,19.88
23/03/2020,32,19.93,29.84,32.43
23/03/2020,33,19.69,22.84,24.53
23/03/2020,34,56.62,68.7,74.79
23/03/2020,35,59.88,72.16,77.59
23/03/2020,36,76.24,91.74,98.53
23/03/2020,37,76.24,87.8,93.81
23/03/2020,38,80.47,95.04,102.04
23/03/2020,39,75.9,80.6,85.45
23/03/2020,40,76.24,81.24,86.49
23/03/2020,41,75.6,80.26,81.71
23/03/2020,42,70.87,75.17,77.98
23/03/2020,43,75.12,77.6,79.33
23/03/2020,44,78.45,81.12,83.08
23/03/2020,45,23.52,24.47,25.63
23/03/2020,46,23.68,24.48,25.5
23/03/2020,47,23.39,23.57,24.48
23/03/2020,48,88.54,89.13,93.05
24/03/2020,1,80.07,75.35,78.41
24/03/2020,2,59.33,58.56,61.29
24/03/2020,3,0.03,0.01,0.01
24/03/2020,4,0.03,1.1,1.14
24/03/2020,5,0.03,1.1,1.14
24/03/2020,6,12.09,10.53,10.94
24/03/2020,7,10,9.93,10.31
24/03/2020,8,56.82,89.7,91.26
24/03/2020,9,72.7,89.28,91.26
24/03/2020,10,56.58,95.17,94.77
24/03/2020,11,81.91,84.52,88.76
24/03/2020,12,72.55,81.95,86.71
24/03/2020,13,54.31,66.26,69.88
24/03/2020,14,66.66,79.35,81.55
24/03/2020,15,58.81,77.97,82.65
24/03/2020,16,60.99,80.31,83.35
24/03/2020,17,78.93,92.34,94.23
24/03/2020,18,82.4,98.32,100.73
24/03/2020,19,101.56,116.07,117.54
24/03/2020,20,99.19,113.56,115.69
24/03/2020,21,100.83,115.54,118.05
24/03/2020,22,98.69,113.27,115.71
24/03/2020,23,96.55,111.02,113.82
24/03/2020,24,82.26,98.89,103.01
24/03/2020,25,84.02,100.76,103.31
24/03/2020,26,81.75,98.36,102.82
24/03/2020,27,79.4,92.83,97.21
24/03/2020,28,68.34,79.14,82.77
24/03/2020,29,56.18,65.25,68.44
24/03/2020,30,19.35,20.54,21.62
24/03/2020,31,19.35,20.14,21
24/03/2020,32,13.8,14.36,15.03
24/03/2020,33,19.41,20.15,21.16
24/03/2020,34,21.18,21.98,23.06
24/03/2020,35,55.74,59.05,62.12
24/03/2020,36,74.73,87.65,92.14
24/03/2020,37,63.86,72.56,76.58
24/03/2020,38,87.21,101.11,107.06
24/03/2020,39,80.54,97.09,103.53
24/03/2020,40,81.39,99.45,105.19
24/03/2020,41,78.92,96.78,103.4
24/03/2020,42,75.11,90.54,95.62
24/03/2020,43,89.12,103.13,106.09
24/03/2020,44,94.11,102.55,102.8
24/03/2020,45,73.19,86.26,88.42
24/03/2020,46,55.97,65.33,66.9
24/03/2020,47,72.36,76.83,77.89
24/03/2020,48,60.45,65.54,67.76
25/03/2020,1,60.46,62.49,63.55
25/03/2020,2,57.52,59.42,59.39
25/03/2020,3,60,60.45,60.16
25/03/2020,4,59.77,59.52,59.41
25/03/2020,5,61.14,59.37,59.28
25/03/2020,6,62.12,61.49,61.4
25/03/2020,7,60,59.24,59.51
25/03/2020,8,60,59.24,59.54
25/03/2020,9,59.77,60.05,59.95
25/03/2020,10,60,60.39,60.27
25/03/2020,11,72.81,75.21,75.18
25/03/2020,12,78.28,80.96,82.36
25/03/2020,13,56.84,60.39,61.75
25/03/2020,14,74.78,77.27,77.01
25/03/2020,15,21.33,27.5,27.66
25/03/2020,16,19.96,48.61,51.12
25/03/2020,17,48.63,58.65,60.37
25/03/2020,18,38.9,55.14,57.52
25/03/2020,19,49.78,63.48,66.08
25/03/2020,20,22.16,37.41,38.96
25/03/2020,21,19.93,36.18,37.87
25/03/2020,22,44.6,61.2,64.18
25/03/2020,23,42.18,59.75,63.06
25/03/2020,24,19.87,35.11,37.04
25/03/2020,25,61.59,81.11,86.12
25/03/2020,26,40.11,61.59,65.5
25/03/2020,27,33.42,60.39,64.15
25/03/2020,28,11.53,30.52,32.4
25/03/2020,29,11.51,30.5,32.38
25/03/2020,30,0.03,27.61,29.56
25/03/2020,31,0.03,20.65,22.13
25/03/2020,32,0.03,13.85,14.68
25/03/2020,33,0.03,18.02,19.45
25/03/2020,34,0.03,15.12,16.1
25/03/2020,35,10.83,57.72,62.08
25/03/2020,36,21.42,61.03,65.67
25/03/2020,37,18.45,57.65,62.09
25/03/2020,38,20,49.9,53.74
25/03/2020,39,20,58.08,62.61
25/03/2020,40,20,61.14,65.98
25/03/2020,41,20,59.3,63.96
25/03/2020,42,44.43,61.13,65.6
25/03/2020,43,57.91,87.39,92.22
25/03/2020,44,54,68.13,71.37
25/03/2020,45,47.84,64.21,67.12
25/03/2020,46,54.32,63.49,66.14
25/03/2020,47,57.8,63.42,66
25/03/2020,48,63.62,61.9,64.34
26/03/2020,1,59.55,59.99,62.11
26/03/2020,2,49.75,49.41,51.02
26/03/2020,3,100.87,22.77,23.52
26/03/2020,4,59.78,59.39,60.53
26/03/2020,5,52.52,50.96,51
26/03/2020,6,52.67,51.11,51.01
26/03/2020,7,47.66,46.24,46.29
26/03/2020,8,47.51,46.09,46
26/03/2020,9,47.54,46.13,46.55
26/03/2020,10,42.37,41.11,42.41
26/03/2020,11,47.76,47.45,49.01
26/03/2020,12,47.65,47.32,48.94
26/03/2020,13,19.37,49.34,50.99
26/03/2020,14,10.22,10.3,11
26/03/2020,15,22.03,22.76,24.34
26/03/2020,16,10.79,11.15,11.83
26/03/2020,17,39.38,40.77,43.61
26/03/2020,18,43.42,46.17,50.16
26/03/2020,19,52.18,54,57.22
26/03/2020,20,48.14,49.72,52.7
26/03/2020,21,48.06,49.64,52.48
26/03/2020,22,47.4,48.97,51.5
26/03/2020,23,49.49,49.87,52.37
26/03/2020,24,40,41.32,44.21
26/03/2020,25,65.11,67.27,71.68
26/03/2020,26,55.79,57.62,60.72
26/03/2020,27,48.62,48.99,51.43
26/03/2020,28,40,39.41,41.2
26/03/2020,29,39.45,32.63,34.07
26/03/2020,30,39.45,22.38,23.42
26/03/2020,31,22.1,22.27,23.2
26/03/2020,32,19.52,22.11,23.4
26/03/2020,33,21.71,22.17,23.53
26/03/2020,34,39.64,22.37,23.72
26/03/2020,35,57.71,59.72,63.95
26/03/2020,36,58,59.95,65.09
26/03/2020,37,58,60.13,65.73
26/03/2020,38,58,71.13,77.47
26/03/2020,39,59.18,71.95,77.72
26/03/2020,40,59.21,72.23,78.02
26/03/2020,41,57.83,69.68,75.24
26/03/2020,42,51.7,53.4,56.59
26/03/2020,43,57.47,59.36,62.43
26/03/2020,44,47.15,48.7,50.94
26/03/2020,45,44.77,45.11,47.86
26/03/2020,46,26.13,26.34,27.52
26/03/2020,47,26.96,26.77,27.55
26/03/2020,48,13.96,25.91,26.67
27/03/2020,1,20.53,47.67,49.11
27/03/2020,2,19.05,48.09,49.51
27/03/2020,3,22.02,47.87,49.21
27/03/2020,4,17.84,46.28,47.65
27/03/2020,5,12.72,19.83,20.41
27/03/2020,6,0.03,0.1,0.1
27/03/2020,7,0.03,0.1,0.1
27/03/2020,8,0.03,0.08,0.08
27/03/2020,9,4.73,23.76,24.46
27/03/2020,10,9.4,34.5,35.46
27/03/2020,11,43.22,43.55,44.97
27/03/2020,12,48.36,47.58,49.07
27/03/2020,13,48.39,49.15,50.87
27/03/2020,14,39.9,47.19,50.59
27/03/2020,15,39.1,63.09,67.37
27/03/2020,16,0.03,66.87,71.07
27/03/2020,17,10.78,66.44,69.26
27/03/2020,18,13.7,59.42,62.44
27/03/2020,19,40,67.57,70.75
27/03/2020,20,39.88,97.04,101.6
27/03/2020,21,57.45,109.65,114.04
27/03/2020,22,58.71,96.6,100.79
27/03/2020,23,57.2,77.65,81.09
27/03/2020,24,65.33,93.19,98.14
27/03/2020,25,65.03,99.21,103.95
27/03/2020,26,65.02,95.81,102.02
27/03/2020,27,44.96,65.63,68.55
27/03/2020,28,44.2,97.26,102.09
27/03/2020,29,42.22,78.6,82.45
27/03/2020,30,42.32,68.82,72.15
27/03/2020,31,40,62.06,65.38
27/03/2020,32,40,62.05,65.36
27/03/2020,33,41.81,61.35,64.89
27/03/2020,34,39.93,44.18,46.35
27/03/2020,35,65.53,99.84,105.61
27/03/2020,36,60.78,131.74,139.26
27/03/2020,37,44.34,132.33,139.25
27/03/2020,38,41.02,129.33,140.44
27/03/2020,39,44.69,75.88,84.34
27/03/2020,40,55.52,92.33,99.89
27/03/2020,41,37.22,53.48,57.55
27/03/2020,42,12.87,26.56,28.55
27/03/2020,43,19.67,55.82,60.09
27/03/2020,44,8.97,23.05,24.96
27/03/2020,45,12.92,30.75,32.85
27/03/2020,46,10.8,14.35,15.26
27/03/2020,47,15.68,16.2,16.92
27/03/2020,48,39.94,40.32,42.06
28/03/2020,1,55.84,55.64,58.43
28/03/2020,2,41.88,42.2,43.9
28/03/2020,3,43.3,43.6,45.58
28/03/2020,4,24.9,23.93,24.64
28/03/2020,5,13.7,13.78,14.39
28/03/2020,6,8.91,8.91,9.31
28/03/2020,7,0.03,0.03,0.03
28/03/2020,8,0.03,0.01,0.01
28/03/2020,9,0.03,0.01,0.01
28/03/2020,10,0.08,0.01,0.01
28/03/2020,11,14.2,9.92,10.33
28/03/2020,12,43.49,43.81,45.9
28/03/2020,13,58.51,60.43,63.76
28/03/2020,14,46.91,48.46,51.17
28/03/2020,15,41.96,46.4,48.97
28/03/2020,16,14.34,16.44,17.34
28/03/2020,17,41.56,51.19,53.98
28/03/2020,18,14.33,15.34,16.45
28/03/2020,19,42,66.21,70.55
28/03/2020,20,56,79.25,85.57
28/03/2020,21,42,64.62,69.79
28/03/2020,22,41.93,52.58,55.52
28/03/2020,23,42,61.42,64.47
28/03/2020,24,58.8,85.27,90.36
28/03/2020,25,58.8,87.97,94.07
28/03/2020,26,57.61,84.02,89.86
28/03/2020,27,0.03,49.57,53.58
28/03/2020,28,40.9,61.31,66.27
28/03/2020,29,58.99,61.44,65.95
28/03/2020,30,41,42.35,45.17
28/03/2020,31,40.94,42.28,45.01
28/03/2020,32,23.63,24.41,25.99
28/03/2020,33,40.94,42.28,45
28/03/2020,34,65.2,67.92,73.79
28/03/2020,35,67.47,70.22,75.65
28/03/2020,36,79.91,84.64,92.95
28/03/2020,37,82.92,87.83,96.35
28/03/2020,38,88,93.21,101.59
28/03/2020,39,85.67,90.75,100.27
28/03/2020,40,85.98,91.08,101.58
28/03/2020,41,69.64,73.77,83.75
28/03/2020,42,59.39,61.84,68.4
28/03/2020,43,41,42.8,46.41
28/03/2020,44,63.89,65.99,71.69
28/03/2020,45,42.17,43.56,47.32
28/03/2020,46,40.99,42.34,45.98
28/03/2020,47,65,65.75,69.62
28/03/2020,48,45.76,46.36,48.69
29/03/2020,1,62.54,63.4,66.53
29/03/2020,2,57.52,58.23,61.11
29/03/2020,3,48.33,48.69,51.04
29/03/2020,4,39.71,40.01,41.93
29/03/2020,5,43.19,43.51,45.55
29/03/2020,6,39.71,40.01,41.82
29/03/2020,7,39.71,40.01,41.82
29/03/2020,8,39.49,39.79,41.52
29/03/2020,9,39.56,39.86,41.59
29/03/2020,10,39.71,40.01,41.79
29/03/2020,11,44.16,44.49,46.46
29/03/2020,12,39.71,40.05,41.93
29/03/2020,13,57.18,57.86,60.62
29/03/2020,14,57.79,58.5,61.34
29/03/2020,15,39.71,41.01,44.26
29/03/2020,16,41.94,43.32,45.71
29/03/2020,17,41.89,43.27,47.15
29/03/2020,18,23.71,24.49,26.67
29/03/2020,19,59.84,62.11,68.47
29/03/2020,20,65.91,68.65,76.91
29/03/2020,21,76.84,79.8,86.34
29/03/2020,22,82.88,86.07,92.55
29/03/2020,23,82.72,86.09,92.66
29/03/2020,24,85.02,88.24,93.12
29/03/2020,25,81.9,85.46,92.39
29/03/2020,26,82.19,85.58,92.52
29/03/2020,27,84.62,88.27,93.3
29/03/2020,28,81.9,85.41,92.35
29/03/2020,29,83.67,86.97,92.16
29/03/2020,30,81.81,84.99,91.48
29/03/2020,31,86.21,89.85,95.02
29/03/2020,32,86.29,89.94,95.07
29/03/2020,33,79.75,84.48,91.55
29/03/2020,34,84.01,87.56,94.88
29/03/2020,35,66.61,71.18,78.79
29/03/2020,36,81.83,86.68,96.31
29/03/2020,37,81.9,86.75,95.79
29/03/2020,38,82.48,87.37,95.84
29/03/2020,39,80.26,85.76,96.35
29/03/2020,40,76.55,81.79,92.95
29/03/2020,41,58.55,62.02,67.84
29/03/2020,42,40.22,42.61,46.06
29/03/2020,43,66.24,70.16,78.01
29/03/2020,44,59.32,62.52,68.78
29/03/2020,45,39.95,41.68,45.14
29/03/2020,46,12.86,13.28,14.13
29/03/2020,47,23.6,24.38,25.61
29/03/2020,48,23.6,24,24.99
30/03/2020,1,39.86,40.64,41.62
30/03/2020,2,11.01,11.09,11.35
30/03/2020,3,39.85,40.72,41.61
30/03/2020,4,25.21,25.94,26.77
30/03/2020,5,39.75,40.04,39.88
30/03/2020,6,27.98,28.19,28.8
30/03/2020,7,15.06,15.17,15.5
30/03/2020,8,9.1,9.17,9.38
30/03/2020,9,14.12,14.22,14.54
30/03/2020,10,25.48,25.67,26.23
30/03/2020,11,48.05,49.03,50.16
30/03/2020,12,40,41.05,42.87
30/03/2020,13,43.6,45.03,47.05
30/03/2020,14,38.99,40.27,42.12
30/03/2020,15,38.2,39.45,41.87
30/03/2020,16,39.9,42.21,45.31
30/03/2020,17,63.33,65.92,71.14
30/03/2020,18,74.08,77.35,85.35
30/03/2020,19,36.77,37.98,40.65
30/03/2020,20,40,41.67,46.92
30/03/2020,21,42.72,44.53,48.16
30/03/2020,22,40,41.67,45.07
30/03/2020,23,62.48,64.94,70.5
30/03/2020,24,61.2,63.72,69.41
30/03/2020,25,74.39,77.41,84.32
30/03/2020,26,78.52,81.58,88.87
30/03/2020,27,78.16,81.21,88.37
30/03/2020,28,76.99,80.1,86.12
30/03/2020,29,59.56,62.01,66.5
30/03/2020,30,60.27,62.25,66.35
30/03/2020,31,59.57,61.53,66.2
30/03/2020,32,60.52,62.51,66.45
30/03/2020,33,62.04,64.07,69.1
30/03/2020,34,60.01,62.53,68.95
30/03/2020,35,59.51,63.04,69.57
30/03/2020,36,58.81,62.29,69.99
30/03/2020,37,58.65,62.13,69.96
30/03/2020,38,58.63,62.11,69.97
30/03/2020,39,58.12,61.56,70.15
30/03/2020,40,57.61,61.56,70.15
30/03/2020,41,44.74,47.86,55.68
30/03/2020,42,48.71,52.25,60.39
30/03/2020,43,45.94,48.76,56.17
30/03/2020,44,40.01,42.38,47.33
30/03/2020,45,53.24,55.45,60.35
30/03/2020,46,40,41.56,45.14
30/03/2020,47,69.01,71.28,75.41
30/03/2020,48,39.94,41.25,43.46
31/03/2020,1,49.2,50.82,53.57
31/03/2020,2,38.66,39.41,41.15
31/03/2020,3,27.65,28.39,29.42
31/03/2020,4,14.12,14.44,14.96
31/03/2020,5,39.95,40.97,42.28
31/03/2020,6,39.91,40.79,42.09
31/03/2020,7,33.25,33.85,34.92
31/03/2020,8,32.45,33.01,34.05
31/03/2020,9,24.68,25.11,25.9
31/03/2020,10,13.64,13.95,14.39
31/03/2020,11,40,40.79,42.17
31/03/2020,12,39.9,40.57,42.51
31/03/2020,13,19,19.62,20.6
31/03/2020,14,10.47,10.81,11.37
31/03/2020,15,0.98,1.02,1.09
31/03/2020,16,12.21,12.61,13.46
31/03/2020,17,39.9,41.41,44.24
31/03/2020,18,40.58,42.12,46.01
31/03/2020,19,39.92,41.97,44.93
31/03/2020,20,58.71,62.19,68.32
31/03/2020,21,58.15,60.51,65.41
31/03/2020,22,40,41.71,44.51
31/03/2020,23,40,41.71,44.45
31/03/2020,24,40.01,42.15,45.4
31/03/2020,25,47.06,49.17,53.05
31/03/2020,26,60.59,64.18,68.33
31/03/2020,27,43.67,46.03,48.77
31/03/2020,28,35.92,38,40.19
31/03/2020,29,24.74,26.13,27.57
31/03/2020,30,31.05,32.85,34.66
31/03/2020,31,18.59,19.2,20.19
31/03/2020,32,18.59,19.2,20.16
31/03/2020,33,24.46,25.26,26.62
31/03/2020,34,37.35,39.48,41.82
31/03/2020,35,59.03,62.53,67.26
31/03/2020,36,59.03,62.53,67.27
31/03/2020,37,43.65,46.24,49.88
31/03/2020,38,40.13,42.88,47.15
31/03/2020,39,40.02,42.4,46.22
31/03/2020,40,40.19,42.94,47.37
31/03/2020,41,47.11,50.35,54.82
31/03/2020,42,34.81,36.88,40.04
31/03/2020,43,59.83,63.38,68.82
31/03/2020,44,41.45,43.88,47.15
31/03/2020,45,38.93,41.2,44.39
31/03/2020,46,38.94,41.14,43.77
31/03/2020,47,55.35,57.97,60.85
31/03/2020,48,43.69,45.13,46.98
1/04/2020,1,58.11,60.02,63.05
1/04/2020,2,55.32,57.14,59.9
1/04/2020,3,42.03,43.41,45.51
1/04/2020,4,45.61,47.11,49.24
1/04/2020,5,59.84,61.03,63.73
1/04/2020,6,50.55,52.38,54.69
1/04/2020,7,50.53,52.36,54.7
1/04/2020,8,45.92,47.5,49.63
1/04/2020,9,43.61,44.61,46.11
1/04/2020,10,38.2,38.9,39.85
1/04/2020,11,40.87,41.73,43.05
1/04/2020,12,40.04,41.35,43.39
1/04/2020,13,39.11,40.39,42.4
1/04/2020,14,40.68,42.02,44.34
1/04/2020,15,40.81,43.1,46.31
1/04/2020,16,58.64,61.67,66.58
1/04/2020,17,63.81,67.02,72.2
1/04/2020,18,51.99,54.76,58.95
1/04/2020,19,40,41.71,44.51
1/04/2020,20,40,42.37,45.57
1/04/2020,21,43.63,46.22,49.02
1/04/2020,22,27.29,28.41,30.12
1/04/2020,23,27.95,29.07,30.85
1/04/2020,24,27.13,28.25,30.01
1/04/2020,25,28.13,29.29,31.07
1/04/2020,26,51.86,54.94,58.68
1/04/2020,27,51.86,54.94,58.68
1/04/2020,28,39.9,41.47,44.17
1/04/2020,29,36.37,37.84,40.01
1/04/2020,30,36.37,37.84,40.01
1/04/2020,31,36.29,37.75,39.6
1/04/2020,32,34.14,35.48,37.21
1/04/2020,33,36.39,37.82,39.6
1/04/2020,34,40,42.37,45.17
1/04/2020,35,40,42.48,46.6
1/04/2020,36,56.67,61.32,67.46
1/04/2020,37,52.32,56.67,62.34
1/04/2020,38,60.18,65.06,71.59
1/04/2020,39,58.43,63.2,68.91
1/04/2020,40,59.33,64.06,70.69
1/04/2020,41,52.31,56.38,61.4
1/04/2020,42,40.85,43.86,47.72
1/04/2020,43,51.1,54.13,58.78
1/04/2020,44,53.4,56.56,61.17
1/04/2020,45,64.28,68.1,75.92
1/04/2020,46,65.2,69.07,76.31
1/04/2020,47,58.12,61.04,66.11
1/04/2020,48,65.08,67.76,71.75
2/04/2020,1,51.45,53.14,55.88
2/04/2020,2,51.45,53.14,55.85
2/04/2020,3,35.68,36.13,37.88
2/04/2020,4,30.93,31.23,32.64
2/04/2020,5,35.84,36.29,37.89
2/04/2020,6,30.93,31.24,32.76
2/04/2020,7,37.48,37.99,39.85
2/04/2020,8,30.83,31.14,32.64
2/04/2020,9,45.88,46.31,48.54
2/04/2020,10,45.92,46.35,48.58
2/04/2020,11,57.87,58.41,61.16
2/04/2020,12,58.09,60,63
2/04/2020,13,30.1,31.09,32.71
2/04/2020,14,59.44,61.4,64.56
2/04/2020,15,39.65,40.95,43.81
2/04/2020,16,18.41,19.1,20.47
2/04/2020,17,59.58,61.84,66.7
2/04/2020,18,89.68,93.07,100.3
2/04/2020,19,60.59,64.18,70.96
2/04/2020,20,60.41,63.99,71.29
2/04/2020,21,60.41,63.99,70.24
2/04/2020,22,58.55,62.02,68.07
2/04/2020,23,42.94,45.48,49.47
2/04/2020,24,40.25,42.63,47.58
2/04/2020,25,50.52,53.52,58.72
2/04/2020,26,39.74,42.09,45.76
2/04/2020,27,36.55,38.72,42.08
2/04/2020,28,19.77,20.95,22.74
2/04/2020,29,18.39,19.09,20.61
2/04/2020,30,17.2,17.93,19.31
2/04/2020,31,13.79,14.37,15.32
2/04/2020,32,13.65,14.22,15.32
2/04/2020,33,16.23,16.9,18.17
2/04/2020,34,36.65,38.82,42.11
2/04/2020,35,34.45,36.5,39.95
2/04/2020,36,39.78,42.14,46.35
2/04/2020,37,39.72,42.19,46.08
2/04/2020,38,39.77,42.25,46.83
2/04/2020,39,39.79,42.65,47.37
2/04/2020,40,39.73,42.21,46.19
2/04/2020,41,39.77,42.62,46.48
2/04/2020,42,23.41,24.8,26.78
2/04/2020,43,36.44,37.92,40.99
2/04/2020,44,38.74,40.37,43.63
2/04/2020,45,17.56,18.31,19.62
2/04/2020,46,33.53,34.85,37.7
2/04/2020,47,35.57,37.45,39.61
2/04/2020,48,2.44,2.52,2.66
3/04/2020,1,31.11,32.06,33.03
3/04/2020,2,1.26,1.29,1.34
3/04/2020,3,1.04,1.07,1.1
3/04/2020,4,0.03,0.03,0.03
3/04/2020,5,0.11,0.11,0.11
3/04/2020,6,0.11,0.11,0.11
3/04/2020,7,1.88,1.89,1.95
3/04/2020,8,1.04,1.07,1.1
3/04/2020,9,1,1.01,1.04
3/04/2020,10,2,2.06,2.11
3/04/2020,11,30.94,31.22,32.06
3/04/2020,12,1.02,1.05,1.1
3/04/2020,13,12.09,12.49,13.18
3/04/2020,14,0.48,0.5,0.52
3/04/2020,15,27.28,28.32,30.57
3/04/2020,16,31.34,32.36,34.71
3/04/2020,17,38.51,39.97,43.05
3/04/2020,18,56.53,59.36,63.29
3/04/2020,19,40.04,41.85,44.69
3/04/2020,20,40.04,41.6,44.49
3/04/2020,21,44.78,46.5,49.85
3/04/2020,22,40,41.56,44.79
3/04/2020,23,40,41.56,44.76
3/04/2020,24,39.96,41.5,44.25
3/04/2020,25,40.03,42.41,46.37
3/04/2020,26,43,45.55,49.67
3/04/2020,27,36.38,37.82,41.18
3/04/2020,28,6.42,6.73,7.28
3/04/2020,29,2.35,2.45,2.7
3/04/2020,30,11.87,12.52,13.41
3/04/2020,31,14.76,15.51,16.82
3/04/2020,32,18.21,18.92,20.52
3/04/2020,33,29.41,30.55,33.26
3/04/2020,34,39.68,41.21,45.51
3/04/2020,35,40,42.37,46.89
3/04/2020,36,44.94,47.61,53.79
3/04/2020,37,49.3,52.23,58.99
3/04/2020,38,65.4,69.98,79.68
